Car_id,Date,Customer Name,Gender,Annual Income,Dealer_Name,Company,Model,Price ($),Engine_Cylinder,Engine_Horsepower,City MPG,Highway MPG,Popularity,Market_Category,Gas_Types,Engine,Transmission,Color,Dealer_No,Body Style,Phone,Dealer_Region
C_CND_020317,11/4/2023,Ophelie,Female,988000,Capitol KIA,Chevrolet,Metro,31000,6,190,15,21,1385,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Black,38701-8047,Passenger,7895924,Greenville
C_CND_020318,11/4/2023,Julie,Male,13500,Chrysler of Tri-Cities,Mercury,Grand Marquis,19000,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,DoubleÂ Overhead Camshaft,Auto,Black,99301-3882,SUV,8603790,Pasco
C_CND_020319,11/4/2023,Isaure,Male,13500,Chrysler Plymouth,Mitsubishi,Diamante,25000,6,218,17,23,436,"Hatchback,Performance",regular unleaded,Overhead Camshaft,Manual,Pale White,53546-9427,Hatchback,7023674,Janesville
C_CND_020320,11/4/2023,Leane,Male,830000,Classic Chevy,Lexus,GS300,51000,4,134,43,40,454,"Hatchback,Luxury,Hybrid",regular unleaded,Overhead Camshaft,Manual,Black,85257-3102,Passenger,7485428,Scottsdale
C_CND_020321,11/4/2023,Lisa-Lou,Male,1032000,Clay Johnson Auto Sales,BMW,323i,19200,6,300,19,28,3916,"Hatchback,Luxury",premium unleaded (required),DoubleÂ Overhead Camshaft,Auto,Pale White,78758-7841,Hatchback,8029803,Austin
C_CND_020322,11/4/2023,Noah,Male,13500,Diehl Motor CO Inc,Acura,TL,21000,6,225,17,27,204,Luxury,premium unleaded (required),Overhead Camshaft,Manual,Black,06457-3834,Hatchback,6834376,Middletown
C_CND_020323,11/4/2023,Jaylen,Male,2100000,Pars Auto Sales,Chevrolet,Prizm,21000,6,190,15,21,1385,N/A,regular unleaded,Overhead Camshaft,Manual,Pale White,38701-8047,Hardtop,6221868,Greenville
C_CND_020324,11/4/2023,Clara,Male,1420000,Gartner Buick Hyundai Saab,Audi,A6,15000,6,172,16,22,3105,Luxury,regular unleaded,Overhead Camshaft,Manual,Black,38701-8047,SUV,7868243,Greenville
C_CND_020325,11/4/2023,Camille,Female,2290000,Hatfield Volkswagen,Chrysler,Town & Country,17000,4,184,23,36,1013,Flex Fuel,flex-fuel (unleaded/E85),Overhead Camshaft,Manual,Pale White,99301-3882,Sedan,8723652,Pasco
C_CND_020326,11/4/2023,Joshua,Male,296000,Suburban Ford,Dodge,Caravan,19000,6,283,19,29,1851,"Flex Fuel,Performance",flex-fuel (unleaded/E85),DoubleÂ Overhead Camshaft,Auto,Pale White,53546-9427,Hardtop,8289134,Janesville
C_CND_020327,11/4/2023,Emma,Male,2325000,McKinney Dodge Chrysler Jeep,Oldsmobile,Silhouette,26500,4,150,20,30,26,N/A,regular unleaded,Overhead Camshaft,Manual,Pale White,85257-3102,Sedan,7636370,Scottsdale
C_CND_020328,11/4/2023,Josiah,Male,1531000,Tri-State Mack Inc,Chrysler,Concorde,12100,4,184,23,36,1013,Flex Fuel,flex-fuel (unleaded/E85),DoubleÂ Overhead Camshaft,Auto,Black,85257-3102,Hardtop,6615894,Scottsdale
C_CND_020329,11/4/2023,Najat,Male,13500,Nebo Chevrolet,Ford,Windstar,31000,6,135,16,22,5657,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,06457-3834,Sedan,8366855,Middletown
C_CND_020330,11/4/2023,Ines,Male,882500,New Castle Ford Lincoln Mercury,Mercury,Sable,39500,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,DoubleÂ Overhead Camshaft,Auto,Pale White,60504-7114,Sedan,6824598,Aurora
C_CND_020331,11/4/2023,Tom,Male,755000,Pars Auto Sales,Toyota,Land Cruiser,21000,6,270,17,23,2031,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Black,38701-8047,SUV,6466555,Greenville
C_CND_020332,11/4/2023,Fanny,Male,748000,Pitre Buick-Pontiac-Gmc of Scottsdale,Buick,Park Avenue,62000,4,200,20,27,155,N/A,premium unleaded (recommended),DoubleÂ Overhead Camshaft,Auto,Pale White,99301-3882,Hatchback,6914581,Pasco
C_CND_020333,11/4/2023,Mohamed,Male,586000,Progressive Shippers Cooperative Association No,Chevrolet,Prizm,15000,6,190,15,21,1385,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,53546-9427,Hardtop,7173384,Janesville
C_CND_020334,11/4/2023,Olivia,Male,724000,Rabun Used Car Sales,Mercedes-B,S-Class,18000,4,130,18,26,617,Luxury,regular unleaded,Overhead Camshaft,Manual,Black,85257-3102,SUV,7794056,Scottsdale
C_CND_020335,11/4/2023,Sincere,Male,1070000,Race Car Help,Chevrolet,Malibu,16000,6,190,15,21,1385,N/A,regular unleaded,Overhead Camshaft,Manual,Pale White,78758-7841,Hardtop,7665795,Austin
C_CND_020336,11/4/2023,Jordan,Male,815000,Motor Vehicle Branch Office,Lexus,LS400,27001,4,134,43,40,454,"Hatchback,Luxury,Hybrid",regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,78758-7841,Sedan,7836796,Austin
C_CND_020337,11/4/2023,Kelsey,Male,1135000,Gartner Buick Hyundai Saab,Saturn,SC,33500,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,DoubleÂ Overhead Camshaft,Auto,Black,38701-8047,Hardtop,6910976,Greenville
C_CND_020338,11/4/2023,Lily,Female,13500,Progressive Shippers Cooperative Association No,Saturn,SC,12000,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,DoubleÂ Overhead Camshaft,Auto,Pale White,53546-9427,Hardtop,6203421,Janesville
C_CND_020339,11/4/2023,Judah,Male,515000,Pars Auto Sales,Mercury,Grand Marquis,16000,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Overhead Camshaft,Manual,Pale White,38701-8047,SUV,7234884,Greenville
C_CND_020340,11/4/2023,London,Female,13500,Saab-Belle Dodge,Mercedes-B,SL-Class,38000,4,130,18,26,617,Luxury,regular unleaded,Overhead Camshaft,Manual,Black,60504-7114,Hardtop,8175880,Aurora
C_CND_020341,11/4/2023,Julian,Female,515000,Progressive Shippers Cooperative Association No,Lexus,LS400,18000,4,134,43,40,454,"Hatchback,Luxury,Hybrid",regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,53546-9427,Sedan,6570049,Janesville
C_CND_020342,11/4/2023,Justin,Female,640000,Rabun Used Car Sales,BMW,528i,62000,6,300,19,28,3916,"Hatchback,Luxury",premium unleaded (required),DoubleÂ Overhead Camshaft,Auto,Pale White,85257-3102,SUV,8006062,Scottsdale
C_CND_020343,11/4/2023,Kacper,Male,940000,Race Car Help,Porsche,Carrera Cabrio,22000,4,300,21,28,1715,"Luxury,High-Performance",premium unleaded (required),Overhead Camshaft,Manual,Black,78758-7841,Passenger,6360969,Austin
C_CND_020344,11/4/2023,Kai,Female,770000,Ryder Truck Rental and Leasing,Mercedes-B,E-Class,31000,4,130,18,26,617,Luxury,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,06457-3834,Sedan,8421558,Middletown
C_CND_020345,11/4/2023,Kenneth,Male,600000,Saab-Belle Dodge,Ford,Expedition,22000,6,135,16,22,5657,N/A,regular unleaded,Overhead Camshaft,Manual,Pale White,60504-7114,SUV,8602618,Aurora
C_CND_020346,11/4/2023,Kevin,Male,510000,Scrivener Performance Engineering,Mercedes-B,S-Class,10000,4,130,18,26,617,Luxury,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,38701-8047,SUV,7742610,Greenville
C_CND_020347,11/4/2023,Kieran,Male,13500,Star Enterprises Inc,Saturn,SW,25000,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,DoubleÂ Overhead Camshaft,Auto,Pale White,99301-3882,Passenger,7074704,Pasco
C_CND_020348,11/4/2023,Kyle,Male,750000,Suburban Ford,Chevrolet,Cavalier,20000,6,190,15,21,1385,N/A,regular unleaded,Overhead Camshaft,Manual,Pale White,53546-9427,SUV,7493167,Janesville
C_CND_020349,11/4/2023,Landon,Male,822000,Tri-State Mack Inc,Cadillac,Escalade,38000,8,200,14,20,1624,"Luxury,Performance",regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,85257-3102,Sedan,7767088,Scottsdale
C_CND_020350,11/4/2023,Lazer,Male,983000,U-Haul CO,Volkswagen,Passat,20000,4,170,24,32,873,N/A,regular unleaded,Overhead Camshaft,Manual,Pale White,78758-7841,Hatchback,6407370,Austin
C_CND_020351,11/4/2023,Leo,Male,13500,Progressive Shippers Cooperative Association No,Acura,RL,24000,6,225,17,27,204,Luxury,premium unleaded (required),DoubleÂ Overhead Camshaft,Auto,Black,53546-9427,SUV,8066981,Janesville
C_CND_020352,11/4/2023,Leon,Female,13500,Rabun Used Car Sales,Pontiac,Bonneville,20000,6,140,17,27,210,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,85257-3102,Hatchback,7200270,Scottsdale
C_CND_020353,11/4/2023,Leonardo,Male,600000,Race Car Help,Mercury,Grand Marquis,16000,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Overhead Camshaft,Manual,Pale White,78758-7841,SUV,7637555,Austin
C_CND_020354,11/4/2023,Lev,Female,900000,Ryder Truck Rental and Leasing,Saturn,LW,49000,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Overhead Camshaft,Manual,Pale White,06457-3834,Hatchback,8992033,Middletown
C_CND_020355,11/4/2023,Lucia,Male,13500,Scrivener Performance Engineering,Plymouth,Breeze,22000,4,100,22,29,535,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,38701-8047,Hardtop,7192846,Greenville
C_CND_020356,11/4/2023,Pierre-Eloi,Female,13500,Tri-State Mack Inc,Chevrolet,Prizm,22001,6,190,15,21,1385,N/A,regular unleaded,Overhead Camshaft,Manual,Pale White,85257-3102,Hardtop,7053594,Middletown
C_CND_020357,11/4/2023,Tom,Male,13500,Saab-Belle Dodge,Mercury,Villager,16000,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Overhead Camshaft,Manual,Pale White,60504-7114,Passenger,6289379,Austin
C_CND_020358,11/4/2023,Baptiste,Male,822000,Rabun Used Car Sales,Dodge,Ram Pickup,19001,6,283,19,29,1851,"Flex Fuel,Performance",flex-fuel (unleaded/E85),Overhead Camshaft,Manual,Black,85257-3102,Hardtop,6419530,Pasco
C_CND_020359,11/4/2023,Ilan,Male,1776000,Star Enterprises Inc,Chrysler,Sebring Conv.,16600,4,184,23,36,1013,Flex Fuel,flex-fuel (unleaded/E85),DoubleÂ Overhead Camshaft,Auto,Black,99301-3882,SUV,6463580,Aurora
C_CND_020360,11/4/2023,Kadiatou,Male,2100000,Suburban Ford,Hyundai,Sonata,20000,4,138,27,37,1439,Hatchback,regular unleaded,Overhead Camshaft,Manual,Black,53546-9427,SUV,7482579,Greenville
C_CND_020361,11/4/2023,Leane,Male,438000,U-Haul CO,Oldsmobile,Aurora,24000,4,150,20,30,26,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,78758-7841,Passenger,7329812,Pasco
C_CND_020362,11/4/2023,Clemence,Male,13500,Progressive Shippers Cooperative Association No,Chrysler,LHS,16000,4,184,23,36,1013,Flex Fuel,flex-fuel (unleaded/E85),DoubleÂ Overhead Camshaft,Auto,Pale White,53546-9427,Hatchback,8984269,Janesville
C_CND_020363,11/4/2023,Margaux,Female,602000,Motor Vehicle Branch Office,Chrysler,Concorde,19001,4,184,23,36,1013,Flex Fuel,flex-fuel (unleaded/E85),DoubleÂ Overhead Camshaft,Auto,Pale White,78758-7841,Hardtop,8689445,Aurora
C_CND_020364,11/4/2023,Florie,Male,1025000,Race Car Help,Mitsubishi,3000GT,20500,6,218,17,23,436,"Hatchback,Performance",regular unleaded,Overhead Camshaft,Manual,Pale White,78758-7841,Sedan,8354152,Austin
C_CND_020365,11/4/2023,Marie-Salette,Female,442500,Ryder Truck Rental and Leasing,Lexus,LX470,22500,4,134,43,40,454,"Hatchback,Luxury,Hybrid",regular unleaded,DoubleÂ Overhead Camshaft,Auto,Black,06457-3834,SUV,7882686,Middletown
C_CND_020366,11/4/2023,Thomas,Male,1310000,Saab-Belle Dodge,BMW,528i,31000,6,300,19,28,3916,"Hatchback,Luxury",premium unleaded (required),DoubleÂ Overhead Camshaft,Auto,Black,60504-7114,SUV,7563806,Aurora
C_CND_020367,11/4/2023,Alix,Female,1260000,Scrivener Performance Engineering,Ford,Explorer,42000,6,135,16,22,5657,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,38701-8047,Hatchback,8795154,Greenville
C_CND_020368,11/4/2023,Laila,Male,1450000,Star Enterprises Inc,Audi,A6,24000,6,172,16,22,3105,Luxury,regular unleaded,Overhead Camshaft,Manual,Pale White,99301-3882,SUV,6418853,Pasco
C_CND_020369,11/4/2023,Tom,Male,1250000,Suburban Ford,Chrysler,Sebring Coupe,22000,4,184,23,36,1013,Flex Fuel,flex-fuel (unleaded/E85),DoubleÂ Overhead Camshaft,Auto,Pale White,53546-9427,Sedan,6855416,Janesville
C_CND_020370,11/4/2023,Francois,Female,340000,Tri-State Mack Inc,Cadillac,Eldorado,37000,8,200,14,20,1624,"Luxury,Performance",regular unleaded,Overhead Camshaft,Manual,Pale White,85257-3102,Passenger,8389827,Scottsdale
C_CND_020371,11/4/2023,Leila,Male,1065000,U-Haul CO,Dodge,Ram Wagon,22500,6,283,19,29,1851,"Flex Fuel,Performance",flex-fuel (unleaded/E85),DoubleÂ Overhead Camshaft,Auto,Black,78758-7841,Passenger,7416611,Austin
C_CND_020372,11/4/2023,Johanna,Male,792000,Nebo Chevrolet,Chevrolet,Prizm,25001,6,190,15,21,1385,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,06457-3834,Hardtop,6976191,Pasco
C_CND_020373,11/4/2023,Selin,Male,1045000,C & M Motors Inc,Volvo,C70,49500,4,114,19,26,870,Luxury,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Black,60504-7114,Hatchback,8432367,Scottsdale
C_CND_020374,11/4/2023,Tom,Male,1816000,Capitol KIA,Oldsmobile,Silhouette,25600,4,150,20,30,26,N/A,regular unleaded,Overhead Camshaft,Manual,Pale White,38701-8047,Sedan,6047645,Austin
C_CND_020375,11/4/2023,Armand,Female,700000,Chrysler of Tri-Cities,Mitsubishi,3000GT,39000,6,218,17,23,436,"Hatchback,Performance",regular unleaded,DoubleÂ Overhead Camshaft,Auto,Black,99301-3882,Sedan,7107093,Middletown
C_CND_020376,11/5/2023,Axel,Male,1900000,Chrysler Plymouth,Cadillac,Escalade,38001,8,200,14,20,1624,"Luxury,Performance",regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,53546-9427,Sedan,8519607,Janesville
C_CND_020377,11/5/2023,Isciane,Male,3600000,Classic Chevy,Volkswagen,Passat,20001,4,170,24,32,873,N/A,regular unleaded,Overhead Camshaft,Manual,Pale White,85257-3102,Hatchback,6859636,Scottsdale
C_CND_020378,11/5/2023,Tristan,Female,13500,Clay Johnson Auto Sales,Acura,RL,24001,6,225,17,27,204,Luxury,premium unleaded (required),DoubleÂ Overhead Camshaft,Auto,Black,78758-7841,SUV,8734133,Austin
C_CND_020379,11/5/2023,Theo,Male,13500,Diehl Motor CO Inc,Pontiac,Bonneville,20001,6,140,17,27,210,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,06457-3834,Hatchback,8826899,Middletown
C_CND_020380,11/5/2023,Ilhan,Female,665500,Enterprise Rent A Car,Mercury,Grand Marquis,16501,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Overhead Camshaft,Manual,Pale White,60504-7114,SUV,8483311,Aurora
C_CND_020381,11/5/2023,Safiya,Female,13500,Gartner Buick Hyundai Saab,Saturn,LW,49001,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Overhead Camshaft,Manual,Pale White,38701-8047,Hatchback,6848569,Greenville
C_CND_020382,11/5/2023,Aubrey,Male,13500,Saab-Belle Dodge,Chevrolet,Prizm,15000,6,190,15,21,1385,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,60504-7114,Hardtop,6301416,Aurora
C_CND_020383,11/5/2023,Sarah,Male,13500,Iceberg Rentals,Pontiac,Sunfire,43001,6,140,17,27,210,N/A,regular unleaded,Overhead Camshaft,Manual,Pale White,53546-9427,Sedan,6710520,Janesville
C_CND_020384,11/5/2023,Jaylene,Male,13500,New Castle Ford Lincoln Mercury,Mitsubishi,Montero Sport,29001,6,218,17,23,436,"Hatchback,Performance",regular unleaded,Overhead Camshaft,Manual,Pale White,60504-7114,Hardtop,6173555,Aurora
C_CND_020385,11/5/2023,Khloe,Male,13500,Pars Auto Sales,Porsche,Carrera Coupe,26000,4,300,21,28,1715,"Luxury,High-Performance",premium unleaded (required),Overhead Camshaft,Manual,Pale White,38701-8047,Hardtop,7620286,Greenville
C_CND_020386,11/5/2023,Sanem,Male,1760000,Nebo Chevrolet,Oldsmobile,Silhouette,14001,4,150,20,30,26,N/A,regular unleaded,Overhead Camshaft,Manual,Pale White,06457-3834,Sedan,7836434,Middletown
C_CND_020387,11/5/2023,Flavien,Male,1863000,New Castle Ford Lincoln Mercury,Acura,TL,29301,6,225,17,27,204,Luxury,premium unleaded (required),DoubleÂ Overhead Camshaft,Auto,Pale White,60504-7114,Hatchback,8799206,Aurora
C_CND_020388,11/5/2023,Walid,Female,13500,Pars Auto Sales,Mercury,Grand Marquis,71001,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Overhead Camshaft,Manual,Pale White,38701-8047,SUV,8490248,Greenville
C_CND_020389,11/5/2023,William,Female,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Lexus,GS300,17001,4,134,43,40,454,"Hatchback,Luxury,Hybrid",regular unleaded,Overhead Camshaft,Manual,Pale White,99301-3882,Passenger,8235722,Pasco
C_CND_020390,11/5/2023,Celia,Female,1002000,Progressive Shippers Cooperative Association No,Chrysler,300M,22201,4,184,23,36,1013,Flex Fuel,flex-fuel (unleaded/E85),DoubleÂ Overhead Camshaft,Auto,Pale White,53546-9427,SUV,7926751,Janesville
C_CND_020391,11/5/2023,Leah,Male,496000,Tri-State Mack Inc,Honda,Passport,27000,6,271,17,25,2202,"Crossover,Hatchback",regular unleaded,Overhead Camshaft,Manual,Pale White,85257-3102,Hardtop,8368130,Pasco
C_CND_020392,11/5/2023,Antoine,Male,1270100,Race Car Help,Oldsmobile,Bravada,19011,4,150,20,30,26,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,78758-7841,Hatchback,8944959,Austin
C_CND_020393,11/5/2023,Joshua,Female,13500,Ryder Truck Rental and Leasing,Toyota,RAV4,27001,6,270,17,23,2031,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,06457-3834,Hatchback,6778914,Middletown
C_CND_020394,11/5/2023,Youssef,Male,1801001,Saab-Belle Dodge,Chevrolet,Camaro,24101,6,190,15,21,1385,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,60504-7114,Sedan,8288057,Aurora
C_CND_020395,11/5/2023,Isaiah,Male,680000,Star Enterprises Inc,Volvo,S40,17000,4,114,19,26,870,Luxury,regular unleaded,Overhead Camshaft,Manual,Pale White,99301-3882,Sedan,8108098,Pasco
C_CND_020396,11/5/2023,Isaias,Male,13500,Suburban Ford,Oldsmobile,Silhouette,34000,4,150,20,30,26,N/A,regular unleaded,Overhead Camshaft,Manual,Pale White,53546-9427,Sedan,8685505,Janesville
C_CND_020397,11/5/2023,Ismael,Female,1170000,Tri-State Mack Inc,Pontiac,Sunfire,43000,6,140,17,27,210,N/A,regular unleaded,Overhead Camshaft,Manual,Pale White,85257-3102,Sedan,8332125,Scottsdale
C_CND_020398,11/5/2023,Israel,Male,2250000,U-Haul CO,Mercedes-B,E-Class,15000,4,130,18,26,617,Luxury,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,78758-7841,Sedan,8234356,Austin
C_CND_020399,11/5/2023,Ivan,Female,670000,Buddy Storbeck's Diesel Service Inc,Chevrolet,Metro,12001,6,190,15,21,1385,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,06457-3834,Passenger,6524843,Middletown
C_CND_020400,11/5/2023,Jace,Male,13500,C & M Motors Inc,Saturn,LS,51001,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,DoubleÂ Overhead Camshaft,Auto,Pale White,60504-7114,Sedan,8397666,Aurora
C_CND_020401,11/5/2023,Jack,Male,2381000,Capitol KIA,Acura,RL,18101,6,225,17,27,204,Luxury,premium unleaded (required),Overhead Camshaft,Manual,Black,38701-8047,SUV,6201428,Greenville
C_CND_020402,11/5/2023,Ibrahima,Female,680000,Scrivener Performance Engineering,Nissan,Pathfinder,21000,4,115,26,36,2009,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,38701-8047,Hardtop,7688940,Janesville
C_CND_020403,11/5/2023,Jacob,Male,1582000,Chrysler Plymouth,Ford,Expedition,41201,6,135,16,22,5657,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Black,53546-9427,SUV,8778075,Janesville
C_CND_020404,11/5/2023,Jaden,Male,13500,Progressive Shippers Cooperative Association No,Saturn,SC,33000,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,DoubleÂ Overhead Camshaft,Auto,Black,53546-9427,Hardtop,8467891,Greenville
C_CND_020405,11/5/2023,Jadiel,Male,735000,Clay Johnson Auto Sales,Mercedes-B,SLK,17000,4,130,18,26,617,Luxury,regular unleaded,Overhead Camshaft,Manual,Pale White,78758-7841,Passenger,6751381,Austin
C_CND_020406,11/5/2023,Jael,Male,2920000,Diehl Motor CO Inc,Dodge,Avenger,39000,6,283,19,29,1851,"Flex Fuel,Performance",flex-fuel (unleaded/E85),DoubleÂ Overhead Camshaft,Auto,Pale White,06457-3834,Passenger,7955097,Middletown
C_CND_020407,11/5/2023,Jahir,Male,13500,Enterprise Rent A Car,Mercury,Villager,28000,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,DoubleÂ Overhead Camshaft,Auto,Black,60504-7114,Passenger,8190103,Aurora
C_CND_020408,11/5/2023,Jaiden,Male,13500,Gartner Buick Hyundai Saab,Mitsubishi,Diamante,21000,6,218,17,23,436,"Hatchback,Performance",regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,38701-8047,Hatchback,7955159,Greenville
C_CND_020409,11/5/2023,Jair,Male,1920000,Hatfield Volkswagen,Ford,Explorer,41000,6,135,16,22,5657,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,99301-3882,Hatchback,8281296,Pasco
C_CND_020410,11/5/2023,Jake,Male,1420000,Iceberg Rentals,Volvo,C70,17000,4,114,19,26,870,Luxury,regular unleaded,Overhead Camshaft,Manual,Black,53546-9427,Hatchback,7127131,Janesville
C_CND_020411,11/5/2023,James,Male,400000,McKinney Dodge Chrysler Jeep,Saturn,LW,18000,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,DoubleÂ Overhead Camshaft,Auto,Pale White,85257-3102,Hatchback,8759166,Scottsdale
C_CND_020412,11/5/2023,Januel,Male,1790000,Motor Vehicle Branch Office,Oldsmobile,Silhouette,12000,4,150,20,30,26,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,78758-7841,Sedan,7980884,Austin
C_CND_020413,11/5/2023,Jared,Male,2100000,Nebo Chevrolet,Plymouth,Prowler,15000,4,100,22,29,535,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,06457-3834,Hatchback,8209567,Middletown
C_CND_020414,11/5/2023,Titouan,Male,291500,Ryder Truck Rental and Leasing,Oldsmobile,Silhouette,26500,4,150,20,30,26,N/A,regular unleaded,Overhead Camshaft,Manual,Pale White,06457-3834,Sedan,8897364,Middletown
C_CND_020415,11/5/2023,Adrien,Male,1150000,Saab-Belle Dodge,Mercedes-B,S-Class,10000,4,130,18,26,617,Luxury,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,60504-7114,SUV,8956822,Aurora
C_CND_020416,11/5/2023,Xavier,Male,850000,Rabun Used Car Sales,Mitsubishi,Eclipse,27000,6,218,17,23,436,"Hatchback,Performance",regular unleaded,DoubleÂ Overhead Camshaft,Auto,Black,85257-3102,Hardtop,8469472,Scottsdale
C_CND_020417,11/5/2023,Isla,Male,1915000,Star Enterprises Inc,Porsche,Carrera Cabrio,20500,4,300,21,28,1715,"Luxury,High-Performance",premium unleaded (required),DoubleÂ Overhead Camshaft,Auto,Pale White,99301-3882,Passenger,8852558,Pasco
C_CND_020418,11/5/2023,Lucie,Male,1410000,Suburban Ford,Oldsmobile,Aurora,24000,4,150,20,30,26,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,53546-9427,Passenger,8742129,Janesville
C_CND_020419,11/5/2023,Jeanne,Male,1335000,Tri-State Mack Inc,Lexus,LS400,54500,4,134,43,40,454,"Hatchback,Luxury,Hybrid",regular unleaded,Overhead Camshaft,Manual,Pale White,85257-3102,Sedan,8593750,Scottsdale
C_CND_020420,11/5/2023,Zamir,Male,1450000,Star Enterprises Inc,Chevrolet,Malibu,41000,6,190,15,21,1385,N/A,regular unleaded,Overhead Camshaft,Manual,Pale White,99301-3882,Hardtop,7192443,Pasco
C_CND_020421,11/5/2023,Noemie,Male,1330000,Progressive Shippers Cooperative Association No,Porsche,Boxter,14000,4,300,21,28,1715,"Luxury,High-Performance",premium unleaded (required),Overhead Camshaft,Manual,Pale White,53546-9427,SUV,8045879,Janesville
C_CND_020422,11/5/2023,Matheo,Male,815000,Rabun Used Car Sales,Acura,RL,24000,6,225,17,27,204,Luxury,premium unleaded (required),DoubleÂ Overhead Camshaft,Auto,Black,85257-3102,SUV,6856223,Scottsdale
C_CND_020423,11/5/2023,Vencon,Male,1020000,Race Car Help,Hyundai,Elantra,22000,4,138,27,37,1439,Hatchback,regular unleaded,Overhead Camshaft,Manual,Pale White,78758-7841,Sedan,7699869,Austin
C_CND_020424,11/5/2023,Louis,Female,1312000,Ryder Truck Rental and Leasing,Mercedes-B,S-Class,21200,4,130,18,26,617,Luxury,regular unleaded,Overhead Camshaft,Manual,Pale White,06457-3834,SUV,8675881,Middletown
C_CND_020425,11/5/2023,Thomas,Male,1232500,Saab-Belle Dodge,Volkswagen,Passat,13250,4,170,24,32,873,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,60504-7114,Hatchback,8191732,Aurora
C_CND_020426,11/5/2023,Shirel,Male,660000,U-Haul CO,Ford,Ranger,18000,6,135,16,22,5657,N/A,regular unleaded,Overhead Camshaft,Manual,Black,78758-7841,Hardtop,6947834,Austin
C_CND_020427,11/5/2023,Guillaume,Male,1300000,Capitol KIA,Toyota,Tacoma,82000,6,270,17,23,2031,N/A,regular unleaded,Overhead Camshaft,Manual,Pale White,38701-8047,Hardtop,8507581,Greenville
C_CND_020428,11/5/2023,Eymeric,Male,1150000,Enterprise Rent A Car,Honda,Passport,27000,6,271,17,25,2202,"Crossover,Hatchback",regular unleaded,Overhead Camshaft,Manual,Pale White,60504-7114,Hardtop,8623214,Aurora
C_CND_020429,11/5/2023,Adrien,Male,1000000,Tri-State Mack Inc,Hyundai,Sonata,21000,4,138,27,37,1439,Hatchback,regular unleaded,Overhead Camshaft,Manual,Pale White,85257-3102,SUV,7776382,Scottsdale
